soil_moisture,temperature,humidity,label
63.76,19.25,61.46,NO_WATER
90.7,31.3,63.68,NO_WATER
42.55,36.94,91.77,WATER_SOON
17.31,34.76,95.85,WATER_SOON
52.09,37.5,72.9,WATER_SOON
91.34,38.43,62.71,NO_WATER
8.81,21.95,56.03,WATER_SOON
48.13,30.51,94.0,NO_WATER
9.1,28.66,47.63,WATER_NOW
23.19,36.73,65.85,WATER_NOW
52.35,32.04,74.42,NO_WATER
89.56,36.1,20.73,NO_WATER
61.73,32.9,56.67,NO_WATER
71.81,36.87,80.26,NO_WATER
48.51,23.95,51.47,NO_WATER
51.82,23.92,50.09,NO_WATER
16.16,28.37,61.63,WATER_NOW
47.16,29.16,75.51,NO_WATER
42.08,32.95,66.49,WATER_SOON
79.08,27.87,89.23,NO_WATER
10.16,22.65,53.36,WATER_SOON
45.25,28.07,35.88,WATER_SOON
12.92,26.11,78.94,WATER_SOON
34.55,34.05,92.01,WATER_SOON
67.24,19.81,88.75,NO_WATER
94.17,26.08,73.62,NO_WATER
27.4,31.55,64.47,WATER_SOON
16.89,33.24,74.91,WATER_NOW
31.19,27.54,73.36,WATER_SOON
67.53,26.72,98.0,NO_WATER
65.99,23.56,67.34,NO_WATER
91.23,25.64,48.31,NO_WATER
43.34,29.66,68.33,WATER_SOON
74.47,24.84,54.49,NO_WATER
16.45,22.51,64.7,WATER_SOON
85.44,30.07,44.71,NO_WATER
9.59,35.07,45.43,WATER_NOW
52.08,36.65,81.15,NO_WATER
9.68,27.98,56.27,WATER_NOW
74.48,33.38,61.76,NO_WATER
77.38,27.37,72.28,NO_WATER
50.66,37.17,55.1,WATER_SOON
68.11,34.3,67.59,NO_WATER
62.68,27.73,48.81,NO_WATER
62.89,27.34,66.06,NO_WATER
25.38,29.16,54.3,WATER_SOON
17.01,34.16,87.43,WATER_NOW
11.9,29.25,29.73,WATER_NOW
31.9,30.09,77.91,WATER_SOON
81.71,23.28,27.27,NO_WATER
36.98,28.43,71.68,WATER_SOON
54.95,28.29,68.96,NO_WATER
26.14,26.07,72.35,WATER_SOON
42.47,29.37,50.79,WATER_SOON
21.72,33.42,69.41,WATER_NOW
10.15,26.27,53.19,WATER_NOW
53.37,31.28,78.07,NO_WATER
35.58,27.06,72.16,WATER_SOON
15.43,28.17,79.76,WATER_NOW
24.68,29.24,80.54,WATER_SOON
59.09,21.14,49.79,NO_WATER
85.51,33.34,37.75,NO_WATER
89.72,18.05,32.55,NO_WATER
38.26,29.26,73.78,WATER_SOON
72.98,28.13,53.24,NO_WATER
27.07,26.21,63.66,WATER_SOON
91.51,25.94,53.1,NO_WATER
86.11,26.72,78.2,NO_WATER
10.78,26.33,59.13,WATER_NOW
6.64,28.73,54.79,WATER_NOW
54.41,35.49,90.94,WATER_SOON
24.81,20.07,69.39,WATER_SOON
77.52,35.69,42.29,NO_WATER
49.93,27.56,86.6,NO_WATER
18.3,27.72,98.0,WATER_SOON
47.49,35.05,98.0,WATER_SOON
26.3,23.7,82.58,WATER_SOON
60.35,25.64,35.5,NO_WATER
68.87,25.69,39.01,NO_WATER
63.39,29.66,55.44,NO_WATER
79.7,21.7,68.31,NO_WATER
56.17,37.83,64.2,WATER_SOON
81.67,32.19,70.05,NO_WATER
66.74,30.02,61.52,NO_WATER
84.15,33.72,98.0,NO_WATER
91.6,32.71,63.03,NO_WATER
50.07,25.69,58.29,NO_WATER
15.69,34.06,58.56,WATER_NOW
69.03,28.9,98.0,NO_WATER
72.22,26.69,96.71,NO_WATER
12.65,26.17,41.19,WATER_NOW
82.18,32.35,65.16,NO_WATER
29.75,19.32,75.98,NO_WATER
54.9,38.01,79.49,NO_WATER
24.31,27.78,54.78,WATER_SOON
47.7,36.34,72.33,WATER_SOON
88.48,29.84,67.61,NO_WATER
15.53,26.08,42.9,WATER_NOW
10.59,24.71,59.26,WATER_SOON
24.66,35.9,77.29,WATER_NOW
81.59,31.1,95.74,NO_WATER
14.1,31.69,58.07,WATER_NOW
54.82,32.12,41.95,WATER_SOON
55.18,28.14,50.91,NO_WATER
25.33,24.31,41.66,WATER_SOON
10.63,24.46,96.35,WATER_SOON
36.1,29.88,77.62,WATER_SOON
6.61,27.38,64.72,WATER_NOW
45.15,27.97,75.18,WATER_SOON
60.45,31.25,50.73,NO_WATER
30.52,25.25,43.58,WATER_SOON
24.36,28.52,44.6,WATER_SOON
76.96,34.24,72.76,NO_WATER
72.81,32.03,65.83,NO_WATER
94.88,29.28,75.85,NO_WATER
58.66,24.28,77.06,NO_WATER
46.24,29.38,37.11,WATER_SOON
61.91,25.29,40.95,NO_WATER
50.38,23.71,70.34,NO_WATER
88.19,25.57,61.54,NO_WATER
49.48,39.22,59.1,WATER_SOON
78.09,26.8,78.85,NO_WATER
51.59,25.92,44.59,NO_WATER
23.6,26.39,94.54,WATER_SOON
36.23,21.58,38.65,WATER_SOON
50.34,33.67,74.23,WATER_SOON
54.52,22.29,65.66,NO_WATER
47.45,39.93,62.5,WATER_SOON
63.51,42.0,87.91,WATER_SOON
30.74,32.08,74.88,WATER_SOON
58.07,26.79,72.68,NO_WATER
26.57,29.41,61.73,WATER_SOON
82.08,15.0,89.84,NO_WATER
13.42,22.49,44.09,WATER_SOON
84.79,22.61,82.37,NO_WATER
36.4,35.39,63.28,WATER_SOON
42.74,29.46,72.44,WATER_SOON
84.71,30.96,98.0,NO_WATER
8.78,20.87,59.84,WATER_SOON
14.21,26.88,81.29,WATER_SOON
38.41,25.38,63.25,WATER_SOON
10.66,29.2,72.27,WATER_SOON
50.58,26.28,41.48,NO_WATER
38.54,19.14,67.9,NO_WATER
25.77,28.96,82.54,WATER_SOON
37.46,34.38,68.31,WATER_SOON
15.86,36.6,98.0,WATER_NOW
26.67,37.23,48.39,WATER_NOW
56.63,32.0,59.03,WATER_SOON
14.47,33.82,65.21,WATER_NOW
40.14,24.87,47.17,WATER_SOON
57.99,30.31,52.57,NO_WATER
39.87,29.82,56.66,WATER_SOON
88.73,26.05,58.62,NO_WATER
5.39,17.13,50.06,WATER_SOON
65.07,31.33,33.13,NO_WATER
91.86,29.55,45.0,NO_WATER
16.2,18.89,44.12,WATER_SOON
20.74,35.52,49.81,WATER_NOW
13.14,26.17,79.74,WATER_SOON
68.27,27.12,64.26,NO_WATER
88.22,21.76,56.08,NO_WATER
33.42,32.84,82.71,WATER_SOON
7.09,21.99,41.65,WATER_SOON
78.43,35.32,77.69,NO_WATER
62.2,21.37,44.28,NO_WATER
54.33,22.8,79.27,NO_WATER
22.54,21.14,66.62,WATER_SOON
65.45,19.36,61.28,NO_WATER
14.83,29.57,62.92,WATER_NOW
71.83,35.02,84.86,NO_WATER
72.17,36.39,86.42,NO_WATER
50.29,37.2,62.08,WATER_SOON
16.28,29.8,34.76,WATER_NOW
7.46,24.06,57.95,WATER_NOW
83.37,34.52,42.56,NO_WATER
29.74,29.71,49.42,WATER_SOON
30.32,32.82,80.72,WATER_SOON
24.01,29.99,69.06,WATER_NOW
55.53,20.37,26.13,NO_WATER
67.76,36.6,73.52,WATER_SOON
90.91,29.71,58.46,NO_WATER
62.7,36.64,65.5,NO_WATER
21.04,30.36,79.14,WATER_SOON
59.83,20.45,66.68,NO_WATER
93.75,26.35,57.32,NO_WATER
78.42,20.98,45.04,NO_WATER
6.51,27.69,69.51,WATER_NOW
64.4,27.99,93.04,NO_WATER
41.28,27.13,60.17,WATER_SOON
44.44,25.99,60.57,WATER_SOON
83.65,27.76,65.44,NO_WATER
85.32,24.17,48.92,NO_WATER
29.22,28.87,84.12,WATER_SOON
37.56,21.76,98.0,NO_WATER
45.94,25.28,87.73,NO_WATER
21.36,35.68,52.21,WATER_NOW
93.02,30.25,67.43,NO_WATER
43.25,33.97,85.5,WATER_SOON
55.98,32.13,61.29,NO_WATER
49.07,37.62,70.63,WATER_SOON
20.71,28.35,50.64,WATER_SOON
80.79,23.92,86.14,NO_WATER
73.66,35.21,86.55,NO_WATER
94.13,33.18,63.24,NO_WATER
91.72,26.15,35.0,NO_WATER
66.93,25.41,69.13,NO_WATER
5.66,28.23,58.74,WATER_NOW
25.67,28.17,60.82,WATER_SOON
92.4,37.68,43.68,NO_WATER
15.04,28.33,80.79,WATER_SOON
62.87,30.07,64.95,NO_WATER
49.06,28.71,40.76,WATER_SOON
55.21,29.39,76.75,NO_WATER
32.58,18.38,75.69,NO_WATER
25.58,34.73,46.05,WATER_NOW
34.45,34.42,73.9,WATER_SOON
21.13,23.74,61.72,WATER_SOON
11.19,36.08,35.91,WATER_NOW
78.4,35.9,40.58,NO_WATER
91.56,27.2,52.66,NO_WATER
85.1,25.41,59.84,NO_WATER
94.47,33.81,61.46,NO_WATER
7.04,34.55,68.1,WATER_NOW
26.27,27.79,79.7,WATER_SOON
74.96,27.29,79.04,NO_WATER
29.94,26.85,57.65,WATER_SOON
44.16,33.33,36.68,WATER_SOON
84.66,30.85,91.68,NO_WATER
74.37,28.26,64.89,NO_WATER
51.43,23.33,90.4,NO_WATER
23.24,27.84,75.14,WATER_SOON
60.97,26.2,56.25,NO_WATER
39.69,36.35,50.32,WATER_SOON
79.7,22.12,75.81,NO_WATER
12.0,21.35,61.7,WATER_SOON
59.91,34.23,84.03,NO_WATER
11.4,28.01,82.22,WATER_SOON
40.76,26.47,36.15,WATER_SOON
57.57,27.97,42.23,NO_WATER
26.97,30.5,74.29,WATER_SOON
69.57,22.99,76.8,NO_WATER
86.78,19.81,86.49,NO_WATER
54.71,38.93,73.92,WATER_SOON
63.31,38.92,83.5,NO_WATER
24.37,33.16,83.82,WATER_SOON
63.75,28.06,49.08,NO_WATER
59.6,29.91,47.19,NO_WATER
34.34,31.54,60.88,WATER_SOON
46.22,29.97,45.92,WATER_SOON
10.57,34.66,77.19,WATER_NOW
58.18,30.12,62.68,NO_WATER
55.67,28.23,80.56,NO_WATER
88.36,35.68,84.73,NO_WATER
75.82,29.05,83.1,NO_WATER
7.1,40.26,82.15,WATER_NOW
79.36,29.04,57.72,NO_WATER
90.27,25.34,83.38,NO_WATER
80.78,29.63,53.67,NO_WATER
65.04,23.46,57.54,NO_WATER
55.87,22.7,62.01,NO_WATER
38.23,22.39,51.02,WATER_SOON
89.59,29.84,92.04,NO_WATER
38.76,30.72,83.37,WATER_SOON
49.06,39.39,58.5,WATER_SOON
64.26,34.43,76.03,NO_WATER
42.3,30.94,80.5,WATER_SOON
30.56,33.07,61.57,WATER_NOW
35.84,30.67,49.49,WATER_SOON
37.88,32.25,80.58,WATER_SOON
36.32,24.91,35.94,WATER_SOON
79.4,29.24,88.05,NO_WATER
12.6,16.61,57.81,WATER_SOON
73.4,21.76,35.52,NO_WATER
33.46,27.16,44.92,WATER_SOON
56.66,21.72,57.22,NO_WATER
65.11,27.97,67.5,NO_WATER
83.03,24.04,91.16,NO_WATER
73.21,27.17,54.1,NO_WATER
10.23,27.69,60.9,WATER_NOW
78.95,30.0,58.01,NO_WATER
72.98,37.79,86.31,NO_WATER
14.42,34.55,98.0,WATER_NOW
37.95,23.68,37.95,WATER_SOON
15.58,29.51,71.36,WATER_SOON
84.34,25.04,98.0,NO_WATER
72.78,29.18,84.67,NO_WATER
38.49,35.58,41.88,WATER_SOON
47.74,40.35,55.21,WATER_NOW
62.97,27.84,42.25,NO_WATER
51.15,29.81,86.64,NO_WATER
8.59,37.59,72.9,WATER_NOW
54.47,25.1,97.36,NO_WATER
30.61,27.71,74.54,WATER_SOON
86.3,29.39,74.92,NO_WATER
12.9,36.07,39.56,WATER_NOW
33.64,26.06,92.42,NO_WATER
66.36,24.02,54.97,NO_WATER
31.21,36.91,63.57,WATER_SOON
65.91,32.97,57.1,NO_WATER
50.33,27.27,75.15,WATER_SOON
60.63,22.9,98.0,NO_WATER
31.72,29.18,30.22,WATER_SOON
69.12,36.85,77.75,NO_WATER
34.44,17.99,31.69,WATER_SOON
66.26,23.71,66.94,NO_WATER
5.34,28.12,87.95,WATER_NOW
60.96,28.79,98.0,NO_WATER
38.91,28.09,58.79,WATER_SOON
51.72,22.76,43.42,NO_WATER
37.19,21.99,81.91,NO_WATER
28.7,25.64,84.51,WATER_SOON
43.19,32.58,64.93,WATER_SOON
52.14,28.96,38.2,WATER_SOON
68.74,34.49,30.39,WATER_SOON
13.12,29.48,67.55,WATER_NOW
42.11,26.52,61.64,NO_WATER
61.04,24.87,98.0,NO_WATER
58.06,34.86,64.61,WATER_SOON
27.07,25.21,88.87,WATER_SOON
36.03,28.22,51.46,WATER_SOON
94.49,15.0,66.1,NO_WATER
86.24,27.23,51.83,NO_WATER
13.66,30.98,57.95,WATER_NOW
80.43,26.39,55.36,NO_WATER
75.15,30.43,41.63,NO_WATER
7.77,31.64,77.35,WATER_NOW
51.7,31.87,83.0,WATER_SOON
23.63,23.96,61.08,WATER_SOON
43.91,24.6,58.68,WATER_SOON
43.06,35.17,83.9,WATER_SOON
19.43,35.17,64.74,WATER_NOW
36.5,28.84,48.59,WATER_SOON
43.26,29.4,66.71,WATER_SOON
30.15,34.45,62.69,WATER_NOW
79.37,32.82,61.19,NO_WATER
34.77,34.52,68.48,WATER_SOON
52.63,33.85,76.8,WATER_SOON
56.35,25.69,86.06,NO_WATER
62.44,21.71,84.17,NO_WATER
76.65,29.41,43.53,NO_WATER
59.59,28.09,46.33,NO_WATER
90.76,37.1,78.55,NO_WATER
59.22,31.94,79.97,NO_WATER
89.25,23.82,66.67,NO_WATER
40.47,22.08,20.0,WATER_SOON
51.53,34.61,44.69,WATER_SOON
65.43,38.12,98.0,NO_WATER
22.84,27.7,63.32,WATER_SOON
64.96,30.5,64.27,NO_WATER
39.5,34.68,54.26,WATER_SOON
57.68,35.91,53.6,WATER_SOON
21.04,27.39,57.87,WATER_NOW
36.12,30.06,84.81,WATER_SOON
11.37,26.87,75.74,WATER_NOW
8.17,24.71,98.0,WATER_SOON
18.18,26.18,71.77,WATER_SOON
27.72,26.97,50.6,WATER_SOON
78.34,34.67,57.8,NO_WATER
47.09,33.3,68.32,WATER_SOON
44.53,35.1,69.07,WATER_SOON
16.31,33.28,49.04,WATER_NOW
50.0,39.18,94.73,WATER_SOON
25.27,19.97,50.86,WATER_SOON
76.64,37.08,69.39,NO_WATER
72.59,30.55,62.56,NO_WATER
63.82,37.8,65.95,NO_WATER
9.04,31.72,87.43,WATER_NOW
11.75,37.86,52.29,WATER_NOW
81.67,25.89,55.23,NO_WATER
55.88,30.99,62.43,NO_WATER
77.43,24.67,32.69,NO_WATER
8.98,20.77,20.0,WATER_NOW
24.7,25.4,62.35,WATER_SOON
10.7,26.81,69.18,WATER_SOON
94.35,36.96,20.0,NO_WATER
20.0,23.45,50.09,WATER_SOON
94.13,33.99,78.94,NO_WATER
37.79,36.98,48.95,WATER_SOON
16.51,31.74,45.36,WATER_NOW
55.56,22.09,54.2,NO_WATER
50.05,28.63,70.48,NO_WATER
75.11,29.36,54.49,NO_WATER
61.35,30.66,63.38,WATER_SOON
14.66,28.22,96.1,WATER_NOW
27.44,26.74,83.82,WATER_SOON
25.26,34.84,98.0,WATER_SOON
50.46,22.87,62.48,NO_WATER
54.04,24.38,56.88,NO_WATER
76.6,15.0,41.3,NO_WATER
26.34,22.59,92.64,WATER_SOON
81.45,31.23,56.23,NO_WATER
78.78,18.48,71.38,NO_WATER
52.61,27.57,63.71,NO_WATER
19.51,24.07,90.08,WATER_SOON
42.26,25.98,68.91,WATER_SOON
55.68,29.83,62.54,NO_WATER
26.62,30.07,88.03,WATER_SOON
76.95,35.43,55.94,NO_WATER
43.52,29.5,61.21,WATER_SOON
61.66,34.5,77.6,NO_WATER
42.31,29.55,81.86,WATER_SOON
25.11,28.37,53.39,WATER_SOON
57.24,31.81,82.72,NO_WATER
58.42,26.6,82.79,NO_WATER
9.97,27.31,73.54,WATER_NOW
14.48,26.82,70.18,WATER_SOON
80.36,37.05,78.4,NO_WATER
42.25,22.18,77.66,NO_WATER
91.57,21.99,40.19,NO_WATER
35.27,22.73,87.64,NO_WATER
50.74,28.27,69.97,NO_WATER
32.31,34.1,63.69,WATER_SOON
36.52,23.28,68.97,WATER_SOON
12.27,29.21,37.9,WATER_NOW
55.74,22.68,60.25,NO_WATER
80.69,28.55,59.74,NO_WATER
43.31,26.21,62.91,WATER_SOON
86.53,32.24,44.55,NO_WATER
44.89,31.13,81.67,WATER_SOON
5.05,29.47,66.2,WATER_NOW
18.2,35.92,98.0,WATER_NOW
34.73,24.91,69.67,NO_WATER
56.49,33.6,76.36,NO_WATER
51.42,29.36,55.1,WATER_SOON
74.69,25.69,48.2,NO_WATER
89.65,19.17,48.82,NO_WATER
25.02,27.24,73.7,WATER_SOON
75.32,29.26,49.57,NO_WATER
29.56,29.93,47.51,WATER_SOON
30.99,24.57,66.25,WATER_SOON
35.54,26.69,78.48,WATER_SOON
14.3,19.82,96.91,WATER_SOON
61.85,27.19,35.44,NO_WATER
14.53,22.55,66.31,WATER_SOON
17.05,31.6,46.12,WATER_NOW
31.67,27.55,90.34,WATER_SOON
88.48,24.94,58.37,NO_WATER
63.57,19.65,82.34,NO_WATER
76.68,26.14,46.12,NO_WATER
17.64,24.11,70.86,WATER_SOON
13.71,33.6,98.0,WATER_SOON
23.09,38.24,71.25,WATER_NOW
61.77,28.96,67.84,NO_WATER
86.35,28.54,53.74,NO_WATER
69.94,29.72,84.35,NO_WATER
86.18,27.69,56.41,NO_WATER
83.95,28.18,57.02,NO_WATER
61.19,34.21,69.76,NO_WATER
55.79,29.82,58.16,WATER_SOON
12.12,26.69,60.17,WATER_SOON
19.65,32.51,57.53,WATER_NOW
36.69,25.59,56.24,WATER_SOON
8.62,20.47,59.54,WATER_SOON
91.81,29.74,61.84,NO_WATER
9.8,26.37,74.81,WATER_NOW
70.79,29.18,67.82,NO_WATER
62.94,28.91,71.9,NO_WATER
58.12,26.85,69.37,NO_WATER
79.0,29.29,34.12,NO_WATER
32.65,21.59,80.92,NO_WATER
23.13,35.3,67.46,WATER_NOW
16.47,26.23,47.26,WATER_NOW
24.14,31.32,53.83,WATER_NOW
15.09,29.72,52.53,WATER_NOW
41.12,31.77,26.13,WATER_SOON
41.26,30.69,61.61,WATER_SOON
71.84,28.71,60.83,NO_WATER
48.28,27.09,59.87,WATER_SOON
38.16,24.76,62.2,WATER_SOON
65.18,28.42,64.11,NO_WATER
86.47,27.62,25.79,NO_WATER
39.33,34.72,64.52,WATER_SOON
16.14,21.75,94.23,WATER_SOON
88.43,29.02,48.22,NO_WATER
72.33,25.65,97.3,NO_WATER
88.81,29.1,67.31,NO_WATER
20.27,35.04,72.27,WATER_NOW
52.22,39.83,76.28,WATER_SOON
31.36,19.62,38.78,WATER_SOON
49.67,30.16,44.74,WATER_SOON
29.76,20.85,75.94,WATER_SOON
60.93,30.35,66.99,NO_WATER
46.47,23.55,50.93,WATER_SOON
35.63,24.0,59.68,WATER_SOON
69.77,31.04,68.07,NO_WATER
38.87,29.59,32.32,WATER_SOON
13.08,25.97,71.65,WATER_NOW
38.8,32.16,56.97,WATER_SOON
9.26,15.89,41.72,WATER_SOON
69.39,39.28,90.32,NO_WATER
80.16,23.89,58.94,NO_WATER
17.81,28.2,47.97,WATER_NOW
59.57,28.9,48.54,NO_WATER
81.0,28.7,63.91,NO_WATER
80.84,26.61,54.09,NO_WATER
93.13,36.64,61.62,NO_WATER
26.75,33.98,81.81,WATER_SOON
36.68,26.54,62.77,WATER_SOON
22.59,21.24,49.65,WATER_SOON
93.68,33.45,70.63,NO_WATER
87.91,31.16,70.9,NO_WATER
58.94,27.83,56.72,NO_WATER
8.7,30.43,98.0,WATER_SOON
64.44,28.39,90.07,NO_WATER
61.41,27.98,87.2,NO_WATER
88.86,35.39,48.27,NO_WATER
17.73,21.15,79.47,WATER_SOON
65.17,26.23,80.1,NO_WATER
86.93,27.34,61.92,NO_WATER
36.98,32.48,73.38,WATER_SOON
16.8,27.15,32.26,WATER_NOW
40.4,34.05,51.66,WATER_SOON
31.04,27.97,50.6,WATER_SOON
62.91,29.35,98.0,NO_WATER
18.73,30.51,39.3,WATER_NOW
37.99,24.48,49.38,WATER_SOON
33.25,30.62,80.28,WATER_SOON
62.85,32.65,55.37,WATER_SOON
86.81,25.94,86.79,NO_WATER
13.39,20.52,65.34,WATER_SOON
12.45,28.73,66.08,WATER_NOW
76.26,32.23,54.29,NO_WATER
39.37,22.11,29.51,WATER_SOON
23.39,28.81,67.89,WATER_SOON
26.15,27.92,29.32,WATER_SOON
85.37,25.97,70.41,NO_WATER
38.01,27.06,88.18,NO_WATER
78.75,24.88,85.07,NO_WATER
80.82,32.25,65.26,NO_WATER
87.21,31.24,39.97,NO_WATER
32.12,41.82,50.16,WATER_NOW
7.3,33.62,98.0,WATER_NOW
13.85,29.04,54.88,WATER_NOW
34.95,30.54,48.41,WATER_SOON
5.66,29.65,44.6,WATER_NOW
24.98,34.61,53.2,WATER_SOON
45.22,39.71,46.12,WATER_SOON
9.99,27.83,60.56,WATER_NOW
8.81,29.39,86.97,WATER_NOW
45.26,29.95,56.58,WATER_SOON
66.81,38.4,71.04,NO_WATER
6.32,27.05,61.32,WATER_NOW
38.13,27.94,27.72,WATER_SOON
25.93,37.56,46.05,WATER_NOW
19.22,23.43,56.82,WATER_NOW
26.73,25.5,38.57,WATER_SOON
76.89,27.41,57.04,NO_WATER
34.01,31.87,86.1,WATER_SOON
50.38,31.78,33.95,WATER_SOON
47.61,24.69,98.0,NO_WATER
84.57,31.75,52.94,NO_WATER
22.11,25.13,79.02,WATER_SOON
18.88,28.78,86.43,WATER_SOON
60.77,36.22,37.27,WATER_SOON
40.54,18.32,60.29,NO_WATER
94.53,24.69,91.93,NO_WATER
35.55,25.01,61.24,WATER_SOON
24.18,29.9,51.23,WATER_SOON
51.76,22.86,58.23,NO_WATER
63.66,27.74,90.9,NO_WATER
83.08,35.6,73.7,NO_WATER
22.86,37.1,98.0,WATER_NOW
58.08,37.43,51.25,WATER_SOON
90.38,31.58,67.66,NO_WATER
25.42,30.4,94.66,WATER_SOON
30.28,22.53,46.06,WATER_SOON
34.42,31.36,47.51,WATER_SOON
19.71,28.67,91.49,WATER_SOON
56.48,33.93,57.79,WATER_SOON
44.3,26.58,76.37,NO_WATER
16.05,28.52,20.0,WATER_NOW
70.43,27.37,74.36,NO_WATER
66.91,26.47,90.47,NO_WATER
71.58,23.02,61.42,NO_WATER
64.66,34.95,72.99,NO_WATER
31.77,32.33,72.0,WATER_NOW
54.47,33.83,79.07,NO_WATER
86.55,34.39,42.52,NO_WATER
54.86,24.42,79.43,NO_WATER
84.03,33.23,37.13,NO_WATER
86.81,30.52,45.47,NO_WATER
29.74,34.65,46.57,WATER_NOW
23.33,29.21,48.53,WATER_NOW
27.03,31.59,70.9,WATER_SOON
10.5,25.01,75.86,WATER_SOON
33.86,33.25,76.92,WATER_SOON
15.11,29.52,81.35,WATER_NOW
83.97,39.93,61.13,NO_WATER
80.21,42.0,82.38,NO_WATER
73.88,31.7,67.07,NO_WATER
49.24,28.73,85.79,NO_WATER
11.46,28.7,62.97,WATER_NOW
88.51,26.24,83.52,NO_WATER
47.66,25.47,81.17,NO_WATER
35.03,29.05,57.62,WATER_SOON
59.31,24.65,33.35,NO_WATER
45.12,25.09,77.93,NO_WATER
84.12,27.03,73.54,NO_WATER
19.49,20.85,55.95,WATER_SOON
88.68,33.13,61.22,NO_WATER
81.83,23.98,74.36,NO_WATER
65.21,31.22,63.85,NO_WATER
42.67,32.95,72.26,WATER_SOON
76.92,27.95,45.72,NO_WATER
93.71,36.53,66.41,NO_WATER
17.45,25.72,61.57,WATER_NOW
26.69,38.95,94.63,WATER_NOW
94.79,31.83,79.26,NO_WATER
13.68,31.19,69.18,WATER_NOW
19.81,27.49,61.33,WATER_SOON
59.37,41.04,50.96,WATER_SOON
8.49,21.94,54.53,WATER_NOW
31.13,26.81,59.58,WATER_SOON
78.08,30.75,91.48,NO_WATER
65.15,31.88,78.42,NO_WATER
89.32,24.33,59.49,NO_WATER
16.04,32.73,84.74,WATER_NOW
38.93,23.5,46.96,WATER_SOON
40.82,24.88,34.01,WATER_SOON
73.92,23.29,39.64,NO_WATER
18.22,35.45,47.28,WATER_NOW
30.03,25.17,51.38,WATER_SOON
22.98,22.11,61.61,WATER_SOON
62.53,31.38,93.79,NO_WATER
49.47,32.12,39.71,WATER_SOON
79.68,33.27,43.06,NO_WATER
53.53,27.66,69.4,NO_WATER
27.46,31.25,61.63,WATER_SOON
91.96,31.71,55.1,NO_WATER
16.68,29.44,87.85,WATER_SOON
92.23,35.11,71.05,NO_WATER
42.52,34.65,98.0,WATER_SOON
35.72,38.2,68.73,WATER_NOW
58.72,32.32,64.26,NO_WATER
84.93,21.28,45.18,NO_WATER
86.39,37.78,51.02,NO_WATER
60.3,33.26,59.83,WATER_SOON
40.93,15.81,62.04,NO_WATER
17.62,24.66,44.54,WATER_SOON
35.09,22.36,90.41,NO_WATER
29.13,34.45,81.47,WATER_SOON
79.15,37.21,52.48,NO_WATER
76.93,18.02,36.9,NO_WATER
94.97,19.64,57.61,NO_WATER
6.27,37.65,70.08,WATER_NOW
70.65,28.81,65.33,NO_WATER
52.58,25.27,61.78,NO_WATER
50.29,32.67,67.62,NO_WATER
53.76,24.02,52.52,NO_WATER
17.58,19.76,35.07,WATER_SOON
67.16,25.86,66.54,NO_WATER
69.65,29.89,86.76,NO_WATER
6.42,25.49,90.36,WATER_SOON
54.42,32.67,71.96,WATER_SOON
25.67,32.6,55.01,WATER_NOW
23.52,27.88,53.99,WATER_SOON
33.65,23.78,61.28,WATER_SOON
13.99,33.59,59.88,WATER_NOW
46.65,15.67,69.24,NO_WATER
73.37,34.16,52.16,NO_WATER
17.28,28.92,54.94,WATER_NOW
93.86,32.15,44.67,NO_WATER
30.78,33.21,82.74,WATER_SOON
11.29,31.86,24.81,WATER_NOW
41.72,28.99,94.24,WATER_SOON
67.36,31.95,77.89,NO_WATER
62.02,36.07,58.77,WATER_SOON
62.85,28.84,75.92,NO_WATER
75.33,23.28,47.63,NO_WATER
91.18,31.15,41.16,NO_WATER
78.36,29.92,33.11,NO_WATER
57.3,30.45,73.2,NO_WATER
12.03,35.96,49.43,WATER_NOW
51.34,21.48,52.3,NO_WATER
17.05,28.14,66.65,WATER_NOW
25.7,25.42,80.93,WATER_SOON
15.66,23.36,56.83,WATER_SOON
89.6,28.66,62.75,NO_WATER
87.15,33.78,64.97,NO_WATER
11.05,32.4,64.58,WATER_NOW
85.17,22.28,70.71,NO_WATER
30.03,30.54,73.54,WATER_SOON
68.47,31.29,86.67,NO_WATER
36.75,23.59,76.08,NO_WATER
83.75,37.37,75.63,NO_WATER
14.15,24.99,51.72,WATER_NOW
59.47,20.16,45.29,NO_WATER
24.08,29.06,87.33,WATER_SOON
42.1,34.87,73.41,WATER_SOON
84.61,27.98,85.39,NO_WATER
60.07,21.59,81.8,NO_WATER
41.77,38.2,47.23,WATER_NOW
9.99,33.46,68.76,WATER_NOW
44.25,28.84,81.51,WATER_SOON
48.28,34.44,87.08,WATER_SOON
34.96,25.34,42.05,WATER_SOON
70.42,27.48,90.18,NO_WATER
23.21,28.75,84.7,WATER_SOON
80.37,28.49,73.55,NO_WATER
32.09,30.81,57.49,WATER_SOON
46.33,31.04,72.15,WATER_SOON
20.03,19.88,64.79,WATER_SOON
27.31,30.75,74.11,WATER_SOON
18.06,26.48,76.67,WATER_SOON
83.77,22.41,54.44,NO_WATER
18.56,27.43,63.89,WATER_SOON
26.67,25.0,98.0,WATER_SOON
41.0,33.59,57.41,WATER_SOON
90.03,23.08,98.0,NO_WATER
71.01,26.32,76.4,NO_WATER
18.32,37.79,77.4,WATER_NOW
41.12,31.07,49.43,WATER_SOON
44.45,25.47,69.35,NO_WATER
30.73,33.32,60.5,WATER_SOON
88.87,31.3,60.07,NO_WATER
